BJD_TDB,Flux,Err,Airmass,DX(pix),DY(pix),FWHM(pix),Peak(ADU)
2460356.600547,1.00381,0.00288,1.6742,0.50,-0.38,4.90,46598
2460356.600652,1.00241,0.00288,1.6756,-0.83,0.14,5.30,41498
2460356.600757,1.00242,0.00288,1.6769,-2.29,-0.66,5.62,35309
2460356.600862,1.00115,0.00289,1.6781,-3.02,-0.35,6.10,29185
2460356.600968,1.00156,0.00289,1.6794,-2.75,-0.54,5.66,34959
2460356.601072,0.99691,0.00288,1.6806,-2.08,-0.13,5.71,34989
2460356.601177,1.00093,0.00288,1.6819,-1.79,0.27,5.57,40253
2460356.601283,0.99474,0.00290,1.6832,-2.78,0.22,6.16,29782
2460356.601388,0.99973,0.00289,1.6845,-0.80,-0.09,5.53,34688
2460356.601493,0.99725,0.00289,1.6856,0.30,-0.48,5.30,36889
2460356.601598,0.99683,0.00289,1.6870,0.59,0.21,5.35,38943
2460356.601703,0.99970,0.00289,1.6883,1.08,0.71,5.38,39957
2460356.601808,1.00361,0.00291,1.6896,2.48,0.96,5.90,33236
2460356.601913,1.00110,0.00290,1.6907,2.93,1.54,5.49,34593
2460356.602018,1.00214,0.00292,1.6920,2.05,-0.41,7.10,26248
2460356.602123,1.00062,0.00291,1.6934,1.66,-1.21,5.59,38196
2460356.602229,1.00003,0.00290,1.6947,2.16,-1.28,5.25,41640
2460356.602334,1.00078,0.00291,1.6960,2.13,-0.78,5.02,39852
2460356.602439,1.00404,0.00292,1.6972,2.73,-0.61,5.65,35000
2460356.602544,0.99650,0.00290,1.6986,1.90,-0.17,6.03,31846
2460356.602650,1.00077,0.00290,1.6999,-0.91,0.44,5.81,38911
2460356.602755,0.99975,0.00290,1.7012,-2.67,0.76,5.01,47257
2460356.602860,1.00195,0.00291,1.7025,-3.47,1.11,5.13,42488
2460356.602966,0.99842,0.00291,1.7037,-3.04,1.52,5.65,35042
2460356.603071,1.00202,0.00292,1.7051,-2.49,1.67,5.43,38448
2460356.603176,0.99905,0.00291,1.7065,-3.91,2.10,5.39,42067
2460356.603281,1.00808,0.00293,1.7078,-1.47,0.21,7.13,27474
2460356.603386,1.00281,0.00292,1.7090,0.05,-0.81,5.16,44745
2460356.603492,0.99979,0.00292,1.7104,0.71,-0.45,5.07,42606
2460356.603597,1.00386,0.00292,1.7117,0.75,0.52,5.17,40222
2460356.603701,0.99563,0.00292,1.7131,1.43,0.65,5.78,35380
2460356.603912,1.00674,0.00294,1.7156,1.97,0.24,5.97,37158
2460356.604017,1.00117,0.00293,1.7171,1.40,0.07,5.40,39081
2460356.604122,1.00132,0.00294,1.7184,1.90,0.15,5.61,38927
2460356.604226,1.00161,0.00294,1.7197,2.21,0.35,5.77,34745
2460356.604332,1.00000,0.00294,1.7209,3.28,1.41,5.38,37874
2460356.604437,0.99876,0.00293,1.7223,2.82,1.48,5.55,36956
2460356.604542,1.00104,0.00293,1.7236,0.18,-0.05,7.33,32204
2460356.604647,1.00082,0.00293,1.7251,-1.73,-1.15,5.21,47879
2460356.604752,1.00603,0.00295,1.7265,-3.73,-0.66,5.22,42693
2460356.604858,0.99967,0.00294,1.7277,-4.41,-0.11,5.19,39750
2460356.604963,0.99757,0.00295,1.7292,-3.29,0.32,6.13,34856
2460356.605068,0.99671,0.00294,1.7305,-3.93,-0.18,5.29,37503
2460356.605173,0.99817,0.00295,1.7319,-1.68,-0.00,5.66,33562
2460356.605278,1.00178,0.00295,1.7331,-0.36,-0.15,5.44,42361
2460356.605383,0.99853,0.00294,1.7345,0.22,0.61,5.25,46194
2460356.605488,0.99623,0.00295,1.7359,1.12,0.72,5.58,39326
2460356.605594,0.99940,0.00296,1.7374,1.05,1.68,5.56,38919
2460356.605699,1.00380,0.00296,1.7386,2.20,1.50,5.33,40204
2460356.605804,1.00199,0.00297,1.7400,1.78,0.20,6.48,28583
2460356.605909,0.99997,0.00297,1.7413,1.50,-0.14,5.32,37141
2460356.606014,1.00196,0.00297,1.7429,2.00,0.09,5.60,38751
2460356.606119,0.99316,0.00295,1.7443,1.81,0.52,5.64,32185
2460356.606225,1.00609,0.00298,1.7455,2.23,0.77,5.40,36695
2460356.606330,1.00729,0.00298,1.7469,3.09,1.22,5.76,35069
2460356.606435,0.99109,0.00295,1.7483,1.05,0.16,7.38,26344
2460356.606540,0.99788,0.00296,1.7498,-1.28,-0.73,6.19,33456
2460356.606645,0.99938,0.00297,1.7512,-3.14,0.53,5.49,36275
2460356.606751,0.99694,0.00297,1.7525,-3.76,0.28,6.09,33332
2460356.606856,0.99921,0.00297,1.7539,-3.30,0.88,5.45,37835
2460356.606961,1.00110,0.00298,1.7554,-2.78,1.58,5.68,37610
2460356.607066,1.00131,0.00298,1.7569,-1.43,0.01,6.88,27130
2460356.607171,0.99861,0.00297,1.7581,-1.26,-0.52,5.49,36786
2460356.607276,0.99801,0.00298,1.7595,-1.05,0.12,5.30,39250
2460356.607381,1.00395,0.00299,1.7609,-0.67,-0.15,5.29,41388
2460356.607486,0.99765,0.00298,1.7625,-0.83,0.85,5.78,32171
2460356.607592,0.99812,0.00298,1.7640,-0.41,0.95,5.58,39279
2460356.607697,0.99888,0.00298,1.7654,0.78,-0.24,5.41,34510
2460356.607802,1.00372,0.00300,1.7666,1.39,-0.78,5.13,43612
2460356.607907,0.99714,0.00299,1.7681,1.98,-0.15,5.42,38632
2460356.608012,0.99918,0.00299,1.7697,2.46,0.39,5.74,34889
2460356.608117,1.00231,0.00300,1.7711,2.39,0.05,5.47,39549
2460356.608222,1.00190,0.00300,1.7724,3.73,1.17,5.54,41242
2460356.608327,1.00071,0.00301,1.7738,1.67,-0.07,7.05,27430
2460356.608433,0.99798,0.00300,1.7754,-0.10,-0.66,6.55,28869
2460356.608538,0.99755,0.00300,1.7769,-0.63,0.11,5.75,35687
2460356.608643,1.00738,0.00302,1.7783,-1.91,0.01,5.43,38204
2460356.608749,1.00102,0.00302,1.7796,-1.74,0.57,6.07,31087
2460356.608854,1.00373,0.00302,1.7811,-0.62,0.69,5.16,42102
2460356.608958,0.99651,0.00300,1.7825,1.02,-0.30,5.60,39203
2460356.609064,0.99420,0.00300,1.7840,-0.04,0.12,5.22,41576
2460356.609169,1.00037,0.00302,1.7855,0.12,0.05,5.62,36963
2460356.609274,1.00089,0.00302,1.7869,0.22,0.41,5.29,41832
2460356.609379,0.99666,0.00301,1.7884,-0.02,0.77,6.11,36026
2460356.609484,1.01127,0.00304,1.7899,-0.86,1.38,5.51,33174
2460356.609589,0.99896,0.00303,1.7915,-0.10,0.59,6.01,28034
2460356.609695,1.00021,0.00302,1.7928,0.56,-0.92,5.85,35483
2460356.609800,1.00176,0.00303,1.7943,1.67,-0.57,5.62,35780
2460356.609905,0.99820,0.00302,1.7958,1.77,-0.20,5.38,41712
2460356.610010,1.00536,0.00304,1.7973,1.96,-0.07,5.72,37037
2460356.610115,1.00062,0.00303,1.7988,2.50,0.30,5.30,37960
2460356.610220,0.99870,0.00302,1.8003,1.91,0.04,6.45,33751
2460356.610325,0.99966,0.00303,1.8018,0.90,-0.28,5.53,36118
2460356.610430,1.00345,0.00304,1.8033,0.71,-0.17,5.58,38697
2460356.610535,0.99664,0.00305,1.8048,-0.35,0.40,5.74,33856
2460356.610640,1.00060,0.00304,1.8063,-1.56,0.24,5.73,37318
2460356.610745,1.00439,0.00305,1.8078,-2.11,1.16,5.47,38570
2460356.610850,1.00555,0.00306,1.8093,0.61,-0.41,6.43,28489
2460356.610956,0.99989,0.00305,1.8108,0.74,-0.78,5.32,39387
2460356.611061,1.00031,0.00305,1.8123,-0.16,-0.07,5.53,38877
2460356.611166,1.00289,0.00306,1.8138,-1.27,0.05,5.32,34284
2460356.611271,0.99958,0.00306,1.8154,-0.96,0.29,6.00,33169
2460356.611376,0.99592,0.00306,1.8169,-0.92,1.12,5.82,35572
2460356.611481,1.00283,0.00308,1.8184,0.19,-0.04,6.25,27969
2460356.611586,0.99942,0.00306,1.8199,-0.05,-0.64,5.66,34371
2460356.611691,1.00307,0.00308,1.8215,0.66,-0.09,5.81,32211
2460356.611797,1.00090,0.00307,1.8230,1.26,-0.06,5.29,38209
2460356.611902,1.00130,0.00307,1.8246,1.73,0.82,5.54,36567
2460356.612007,1.00482,0.00308,1.8261,1.44,1.01,5.70,34989
2460356.612112,1.00587,0.00309,1.8277,1.46,-0.19,6.24,29554
2460356.612218,1.00188,0.00308,1.8292,1.97,-1.26,5.67,34491
2460356.612428,0.99726,0.00307,1.8323,0.56,0.07,5.69,37708
2460356.612533,0.99966,0.00308,1.8339,-0.10,-0.28,5.87,34637
2460356.612638,0.99794,0.00308,1.8354,-0.97,0.67,5.97,33979
2460356.612744,1.00325,0.00310,1.8370,0.23,0.08,5.96,31612
2460356.612849,0.99872,0.00310,1.8386,0.42,-0.48,6.13,27173
2460356.612955,1.00257,0.00309,1.8402,-0.60,-0.06,5.41,37916
2460356.613060,1.00643,0.00310,1.8417,-1.64,0.83,5.91,35042
2460356.613165,0.99825,0.00308,1.8433,-2.71,1.16,5.10,40879
2460356.613270,0.99911,0.00309,1.8449,-2.96,1.44,5.43,36219
2460356.613375,1.00205,0.00311,1.8465,-1.83,0.31,6.94,26232
2460356.613480,0.99953,0.00312,1.8481,-1.03,0.06,5.80,30202
2460356.613586,1.00731,0.00312,1.8497,-0.11,0.47,5.26,37955
2460356.613691,1.00213,0.00311,1.8513,-0.62,0.76,5.41,39743
2460356.613796,1.00017,0.00311,1.8529,0.02,0.84,5.76,34008
2460356.613901,0.99926,0.00310,1.8545,0.41,1.69,5.56,42669
2460356.614007,1.00265,0.00311,1.8561,0.85,-0.08,6.42,29469
2460356.614112,1.00064,0.00312,1.8577,2.25,-1.28,5.79,35115
2460356.614217,1.00468,0.00312,1.8593,2.35,-0.68,5.77,35652
2460356.614322,1.00622,0.00313,1.8609,2.32,0.17,5.31,40533
2460356.614427,1.00083,0.00312,1.8625,2.35,0.09,5.42,40122
2460356.614638,0.99638,0.00311,1.8658,-0.17,-0.43,5.57,39410
2460356.614743,1.00228,0.00312,1.8674,-0.04,-0.04,5.76,38535
2460356.614848,1.00331,0.00313,1.8690,0.24,0.06,5.28,43590
2460356.614953,1.00675,0.00314,1.8707,-0.22,0.49,5.69,42033
2460356.615058,0.99719,0.00313,1.8723,-0.91,0.71,5.42,40141
2460356.615164,0.99652,0.00313,1.8740,0.08,1.04,5.66,35253
2460356.615269,0.99995,0.00313,1.8756,0.42,0.30,6.19,32687
2460356.615374,1.00196,0.00314,1.8772,0.55,-0.51,5.56,39502
2460356.615480,1.00238,0.00316,1.8789,1.32,-0.24,6.04,33704
2460356.615585,0.99852,0.00315,1.8806,2.29,0.34,5.66,34737
2460356.615690,0.99950,0.00314,1.8822,3.25,0.67,5.62,39797
2460356.615795,1.00474,0.00317,1.8839,3.29,0.63,5.96,30795
2460356.615900,0.99907,0.00316,1.8855,2.38,0.12,6.53,27996
2460356.616005,0.99969,0.00317,1.8872,1.18,0.14,6.20,30613
2460356.616110,1.00369,0.00318,1.8889,1.73,0.64,5.70,32453
2460356.616215,1.00049,0.00316,1.8905,1.55,0.97,5.92,32486
2460356.616320,0.99998,0.00316,1.8922,0.29,1.34,6.37,32611
2460356.616425,0.99899,0.00317,1.8939,-1.49,1.33,6.24,30234
2460356.616530,1.00075,0.00318,1.8956,-1.71,0.36,5.83,28351
2460356.616636,1.00174,0.00317,1.8973,-0.93,-0.67,5.58,33804
2460356.616741,1.00220,0.00317,1.8990,0.83,-0.47,5.69,34394
2460356.616846,1.00400,0.00319,1.9007,0.29,0.87,5.60,36963
2460356.616952,1.00003,0.00317,1.9024,0.46,0.73,6.16,34175
2460356.617057,1.00727,0.00320,1.9041,-0.50,1.46,5.73,32003
2460356.617162,0.99955,0.00318,1.9058,0.52,-0.01,6.24,30349
2460356.617267,1.00388,0.00319,1.9075,0.56,-0.73,6.17,32307
2460356.617372,0.99875,0.00319,1.9092,1.50,-0.04,6.28,31531
2460356.617478,1.00172,0.00319,1.9109,2.42,0.31,5.39,40391
2460356.617583,1.00335,0.00321,1.9126,3.21,0.72,6.08,30324
2460356.617688,0.99837,0.00319,1.9144,3.97,0.45,5.75,30891
2460356.617793,1.00030,0.00320,1.9161,1.79,1.03,6.72,27823
2460356.617898,1.00289,0.00321,1.9178,1.68,0.07,5.69,38249
2460356.618003,1.00269,0.00322,1.9196,2.27,0.45,6.01,30252
2460356.618108,1.00499,0.00323,1.9213,1.86,1.39,5.98,33535
2460356.618213,1.00928,0.00324,1.9230,1.20,1.52,6.26,28448
2460356.618318,0.99903,0.00322,1.9248,-0.47,2.23,6.14,31268
2460356.618423,0.99917,0.00322,1.9265,-1.97,0.73,7.18,24206
2460356.618528,1.00021,0.00321,1.9283,-1.51,-0.96,5.97,32450
2460356.618633,0.99901,0.00321,1.9300,-0.87,-0.34,5.44,40331
2460356.618739,1.00102,0.00322,1.9318,0.01,-0.00,5.58,39249
2460356.618844,1.00762,0.00324,1.9336,-0.36,0.38,5.84,34408
2460356.618949,1.00294,0.00323,1.9353,-0.34,0.99,5.95,34934
2460356.619054,0.99940,0.00322,1.9371,-0.83,0.14,6.06,30919
2460356.619159,1.00271,0.00323,1.9389,-0.25,-0.45,5.36,39640
2460356.619265,1.00003,0.00322,1.9407,-0.17,-0.27,5.63,39869
2460356.619370,1.00546,0.00325,1.9424,-0.14,0.47,5.47,34035
2460356.619475,1.00562,0.00326,1.9440,0.75,0.97,6.32,31345
2460356.619581,1.01223,0.00328,1.9458,1.42,1.40,5.89,29652
2460356.619686,1.00085,0.00325,1.9478,1.60,0.33,6.21,28132
2460356.619791,0.99899,0.00325,1.9496,0.90,0.10,6.40,29618
2460356.619897,1.00533,0.00327,1.9512,1.74,-0.13,5.98,30486
2460356.620002,0.99783,0.00325,1.9530,2.40,0.39,5.71,34910
2460356.620107,1.00561,0.00327,1.9550,1.92,1.60,5.47,37545
2460356.620212,1.00146,0.00325,1.9568,0.78,1.36,5.78,40365
2460356.620317,1.00358,0.00327,1.9587,-0.76,0.02,6.39,31505
2460356.620423,1.00082,0.00327,1.9605,-2.89,0.06,6.09,28774
2460356.620528,1.00221,0.00328,1.9623,-2.54,0.56,5.94,29575
2460356.620633,0.99991,0.00328,1.9641,-1.43,1.09,5.81,33507
2460356.620738,1.00156,0.00328,1.9660,-1.04,1.35,5.96,32915
2460356.620843,0.99878,0.00327,1.9678,-0.56,1.86,6.05,34059
2460356.621054,0.99747,0.00328,1.9715,-0.70,-0.45,5.75,33905
2460356.621264,1.00569,0.00331,1.9752,-0.54,-0.13,5.70,35281
2460356.621369,1.00325,0.00331,1.9770,0.16,0.40,5.76,32660
