"Star_Name","SIMBAD_QUERY","RA","DEC","source_id_DR2","source_id_DR3","2mass_id","Bmag_s","eBmag_s","Bmag_g","eBmag_g","Vmag_s","eVmag_s","Vmag_g","eVmag_g","Gmag","eGmag","BPmag","eBPmag","RPmag","eRPmag","Jmag","eJmag","Hmag","eHmag","Ksmag","eKsmag","EBV","EBV_68L","EBV_68U","lum","lum_68L","lum_68U","parallax","eparallax","U","V","W","e","Rgal","X","Y","Z","teff","eteff","logg","elogg","feh","efeh","vsini","evsini","vmicro","evmicro","vmicro_flag","mass","mass_68L","mass_68U","rad","rad_68L","rad_68U","age","age_68L","age_68U","A_C","A_O","A_N","eA_C","eA_O","eA_N","sindex","logrhk","cairt","prot","params_analysis","params_ref","abund_analysis","abund_ref","amr_analysis","amr_ref","version","note"
"HD108236","HD108236",186.574046939741,-51.36305883,"Gaia DR2 6125644402384918784","Gaia DR3 6125644402384918784","J12261789-5121462",9.89000034332275,0.02,9.879437,0.002612506,9.23999977111816,0.01,9.261594,0.00163392,9.095598,0.002759,9.419472,0.002816,8.597879,0.003786,8.04599952697754,0.024,7.70300006866455,0.028999999,7.637000084,0.030999999,0.0132016801052894,0.004020795,0.0254825579115479,0.763075588834358,0.746756571,0.785214299960461,15.4861,0.0127,3.21957050407463,205.081259452242,-6.37625709509681,0.0760193226300422,7969.48,-7969.28713675866,-55.4155235800906,37.5720749802279,5664,106,4.46,0.04,-0.33,0.1,2.1,0.2,0.69,0.08,"fixed",0.826317,0.777475,0.877018,0.900485,0.867825,0.935486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HD110113","HD110113",190.036562781675,-44.31207959,"Gaia DR2 6133384959942131968","Gaia DR3 6133384959942131968","J12400877-4418432",10.7600002288818,0.039999999,10.754159,0.003377485,10.0500001907349,0.029999999,10.081098,0.002210567,9.914842,0.002764,10.255231,0.002821,9.406775,0.003786,8.90299987792969,0.037,8.5939998626709,0.063000001,8.5019998550415,0.024,0.016906656,0.006004743,0.0301800574581488,0.942691626463447,0.919549159,0.971878947830166,9.4499,0.015799999,19.3819520331052,215.322189566082,6.14489702434009,0.0696432359771552,7948.94,-7948.4718877268,-86.1909547632414,58.4396053916267,5694,77,4.45,0.03,0.1,0.1,2.8,0.2,0.7,0.19,"fixed",0.999642,0.951981,1.042302,0.99699,0.971328,1.02526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HD136352","HD136352",230.439775682149,-48.3188557,"Gaia DR2 5902750168276592256","Gaia DR3 5902750168276592256","J15214824-4819032",6.30000019073486,NA,NA,NA,5.65000009536743,NA,NA,NA,5.48217,0.002807,5.811649,0.002892,4.9749,0.005817,4.30800008773804,0.225999996066093,3.89800000190735,0.192000002,4.15899991989136,0.035999998,0.0158905804001616,0.004197933,0.03441834,1.10513258592531,1.07430992495794,1.15471998712179,67.8467,0.0601,-108.318160343557,184.010262766013,44.3693610806959,0.38365149969138,7987.69,-7987.68647830792,-7.94590409113477,26.8551746262679,5604,121,4.26,0.04,-0.4,0.1,0.4,0.3,0.67,0.09,"fixed",0.789268,0.746989,0.83592,1.095528,1.046945,1.147482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HD1397","HD1397",4.44718565468273,-66.35892922,"Gaia DR2 4707634458245031552","Gaia DR3 4707634458245031552","J00174714-6621323",8.56000042,0.02,8.532104,0.00411892,7.78000021,0.01,7.795932,0.00191887,7.605658,0.002762,7.984489,0.002912,7.055598,0.003859,6.44199991226196,0.02,6.09000015258789,0.048999999,5.987999916,0.017999999,0.033965842,0.017963955796324,0.049334719,4.8353911007496,4.67359724345809,4.99980512386606,12.4934,0.017000001,2.41062368342054,203.666278959541,-18.322108754385,0.0804514319345317,7968.71,-7968.60673579033,-40.0673415952606,-36.7919993557573,5488,78,3.78,0.03,0.07,0.1,2.1,0.7,1.1,0.03,"fixed",1.283111,1.23982,1.324472,2.411124,2.331775,2.493357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HD149026","HD149026",247.62341,38.34731,"Gaia DR2 1331356474971716992","Gaia DR3 1331356474971716992","J16302962+3820503",8.75,0.02,8.715349,0.004460462,8.14000034332275,0.01,8.161059,0.001857506,8.026566,0.002765,8.306528,0.002836,7.580326,0.003807,7.11800003051758,0.024,6.899000168,0.017999999,6.81899976730347,0.017000001,0.0310005968811182,0.015703122,0.0479358814701926,2.82876072311131,2.72555415536546,2.949226131,13.1203,0.0162,-20.0857562651137,211.664447350299,16.2728587663126,0.0782545264454944,7973.3,-7973.15015551931,48.666418561393,77.1718346712181,6128,96,4.24,0.06,0.26,0.04,6.6,0.3,1.36,0.05,"free",1.30031,1.278921,1.321633,1.481197,1.427808,1.536774,NA,NA,NA,8.74,8.88,8.17,0.06,0.11,0.12,NA,NA,NA,NA,"EW","M22","C_SYEW;N_SYNTH;O_SYNTH","DS24","mr_iso",NA,"v1.0",NA
"HD152843","HD152843",253.784887505339,20.4915301842403,"Gaia DR2 4564566554995619072","Gaia DR3 4564566554995619072","J16550834+2029287",9.38000011444092,0.02,9.372668,0.003270953,8.85000038146973,0.01,8.901028,0.001633502,8.77275,0.002762,9.026801,0.002797,8.351724,0.003784,7.89599990844727,0.017999999,7.65500021,0.016000001,7.62900018692017,0.02,0.008197011,0.002069053,0.0189897351411718,2.90137271658221,2.85494476263533,2.98379137570388,9.1607,0.0152,1.55586000334804,256.015176231167,13.3564741697072,0.181491737073301,7931.14,-7930.93067898184,58.1130992894935,86.433981819865,6120,97,4.11,0.04,-0.28,0.1,7.5,0.2,1.19,0.08,"fixed",1.058696,1.011104,1.122102,1.498781,1.450731,1.549449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HD158259","HD158259",261.349563924474,52.7904651834781,"Gaia DR2 1416050859226670848","Gaia DR3 1416050859226670848","J17252406+5247263",7.07000017166138,0.01,NA,NA,6.46999979,0.01,NA,NA,6.320388,0.002766,6.622764,0.002952,5.844124,0.003845,5.26900005340576,0.028999999,5.02600002288818,0.026000001,4.96500015258789,0.023,0.0148476684181246,0.004163697,0.031690345,1.69868670666069,1.65690699873113,1.76807483535773,37.0177,0.0199,18.4446087425568,235.730169755211,24.2716644463284,0.105702466531076,7996.11,-7996.08203345348,22.041302443532,40.1293393564234,5808,138,4.24,0.05,0,0.12,1.6,0.4,0.55,0.15,"free",1.031527,0.969353,1.097017,1.269938,1.210881,1.332247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HD17156","HD17156",42.43536,71.75323,"Gaia DR2 545560867790611072","Gaia DR3 545560867790611072","J02494447+7145115",8.77999973297119,0.02,8.749954,0.004203588,8.159999847,0.01,8.183463,0.001497009,8.043712,0.002765,8.333246,0.002801,7.587731,0.003795,7.07999992370605,0.017999999,6.856999874,0.027000001,6.76300001144409,0.024,0.0491268378513479,0.032473825,0.067064341,3.00468517126657,2.88660592735258,3.14016625606567,12.9142,0.0177,-12.4067939260779,205.684188123634,10.7073528897167,0.0817259556501951,8050.97,-8050.76716286257,56.4977522365487,39.9255580107746,5950,115,3.97,0.13,0.22,0.03,4.6,0.3,1.13,0.1,"free",1.281833,1.249277,1.303283,1.62795,1.553617,1.696371,NA,NA,NA,8.63,8.87,8.02,0.06,0.1,0.12,NA,NA,NA,NA,"EW","M22","C_SYEW;N_SYNTH;O_SYNTH","DS24","mr_iso",NA,"v1.0",NA
"HD183579","HD183579",293.286640651118,-54.53273992,"Gaia DR2 6641996571978861440","Gaia DR3 6641996571978861440","J19330857-5431564",9.32999992370606,0.02,9.301297,0.002930607,8.68000030517578,0.01,8.68401,0.001594701,8.526487,0.00276,8.843421,0.002808,8.036696,0.003796,7.518000126,0.023,7.23099994659424,0.046999998,7.15000009536743,0.027000001,0.042653234,0.022700895,0.063181979,1.04356206797728,0.99823425465527,1.09516960700234,17.609,0.0162,-21.6197048909377,223.766064552978,-13.8930491091416,0.0759587865448391,7951.96,-7951.94393063411,-14.6490390544872,-1.54783093022404,5874,136,4.43,0.05,-0.08,0.1,2.3,0.2,1.15,0.15,"free",0.97369,0.918431,1.019851,0.991468,0.953957,1.036516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HD189733","HD189733",300.182121806241,22.7097411051683,"Gaia DR2 1827242816201846144","Gaia DR3 1827242816201846144","J20004370+2242391",8.578000069,NA,8.568216,0.002778482,7.64799976348877,NA,7.691668,0.001645062,7.428371,0.00277,7.893073,0.002977,6.797157,0.003901,6.07299995422363,0.032000002,5.58699989318848,0.030999999,5.54099988937378,0.021,0.081119332,0.064380582,0.097555029,0.398907723,0.386101820948122,0.412683684829778,50.5668,0.0162,27.047539136781,219.534360822941,-4.64290269615093,0.0915006762156774,7990.41,-7990.38874779819,17.2494459848033,23.6171975142373,5003,92,4.46,0.04,0,0.1,4.1,0.3,0.9,0.15,"free",0.777238,0.735411,0.824921,0.831269,0.803112,0.859761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HD191939","HD191939",302.025677752769,66.85029246,"Gaia DR2 2248126315275354496","Gaia DR3 2248126315275354496","J20080574+6651019",NA,NA,9.685396,0.003294622,NA,NA,8.9793,0.002112678,8.782845,0.002761,9.153628,0.002812,8.239452,0.00379,7.59700012207031,0.028999999,7.21500015258789,0.023,7.17999982833862,0.021,0.048849801,0.0292650825291807,0.072553679,0.76230088753308,0.730468954221362,0.803137400643417,18.6967,0.0133,6.78093308844187,235.324874152085,-34.8252018294605,0.0912917462116227,8008.9,-8008.74563621266,50.1751667601763,41.3084068467341,5614,146,4.44,0.05,-0.21,0.11,0,0,1.1,0.15,"free",0.854168,0.795028,0.911525,0.916877,0.874625,0.965893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HD202772A","HD202772",319.699591259512,-26.61638235,"Gaia DR2 6790773586275235200","Gaia DR3 6790773586275235200","J21184786-2636578",10.7200002670288,0.990000009536743,8.794455,0.03286192,10.210000038147,0.990000009536743,8.352966,0.004223133,8.243867,0.002806,8.378762,0.011386,7.733101,0.010786,7.231999874,0.026000001,7.0479998588562,0.021,6.95900011062622,0.024,0.074799367,0.055737652,0.092787718,12.6318128847175,12.021489960751,13.2389130636908,6.1367,0.0449,NA,NA,NA,NA,NA,NA,NA,NA,6414,84,3.78,0.03,0.19,0.1,6.5,0.2,1.77,0.05,"fixed",1.776251,1.708246,1.828048,2.857563,2.764461,2.951521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HD209458","HD209458",330.79489,18.88432,"Gaia DR2 1779546757669063552","Gaia DR3 1779546757669063552","J22031077+1853036",8.21000003814697,0.02,8.184273,0.007714848,7.63000011444092,0.01,7.660956,0.002850562,7.521246,0.002776,7.793284,0.002848,7.080288,0.003844,6.59100008010864,0.02,6.36600017547607,0.037999999,6.30800008773804,0.026000001,0.0318738411290323,0.0154760432258065,0.0149843406407345,1.80392684,1.73190354,1.88871742,20.7694,0.0266,5.14535990721313,216.564681436975,7.62650988412046,0.0243585263115847,7990.45,-7990.33946043777,41.1767684465837,1.97589152701872,6084,99,4.33,0.05,-0.01,0.09,4.17,0.05,1.25,0.1,"fixed",1.099613,1.052603,1.145495,1.202529,1.15795,1.249363,NA,NA,NA,8.43,8.59,NA,0.08,0.17,NA,NA,NA,NA,NA,"SYNTH","M22","C_SYEW;O_SYNTH","DS24","mr_iso",NA,"v1.0",NA
"HD219666","HD219666",349.559346380052,-56.9039886,"Gaia DR2 6492940453524576128","Gaia DR3 6492940453524576128","J23181364-5654139",10.6000003814697,0.029999999,10.546593,0.002562781,9.81000042,0.02,9.838596,0.00170732,9.655397,0.002757,10.017157,0.002803,9.124781,0.003784,8.55700016021729,0.02,8.25399971008301,0.041999999,8.15799999237061,0.033,0.06134084,0.042339492,0.080360901,1.05365597344322,1.00975927493025,1.09926411243596,10.6224,0.0121,-118.344335600822,181.856854458387,-21.2250993662593,0.418098636741774,7956.74,-7956.6840343238,-29.7891372991621,-53.1160243671114,5674,135,4.38,0.05,0.02,0.11,0.9,0.1,1.11,0.15,"free",0.964882,0.905184,1.024076,1.053823,1.006469,1.106371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HD221416","HD221416",353.033171813359,-21.80119368,"Gaia DR2 2388463203438164096","Gaia DR3 2388463203438164096","J23320808-2148050",9.02999973297119,0.02,NA,NA,8.14999961853027,0.01,NA,NA,7.920535,0.002768,8.36562,0.002895,7.305768,0.00381,6.56799983978271,0.02,6.149000168,0.046,6.04300022125244,0.023,0.0165916904993885,0.005353465,0.0305846673384345,5.20224418666855,5.08076750641564,5.35636238944364,10.479,0.032400001,45.0835680323302,275.354450676242,-0.842388702075667,0.315233092052567,7978.56,-7978.5348829533,21.7635884410506,-65.4099794680193,5054,57,3.51,0.07,-0.14,0.1,0,0,0.81,0.04,"fixed",1.041781,0.865807,1.192733,2.985892,2.910052,3.062743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HD3167","HD3167",8.73968,4.38147,"Gaia DR2 2554032474712538880","Gaia DR3 2554032474712538880","J00345752+0422531",NA,NA,9.772517,0.004265647,NA,NA,8.988976,0.00277633,8.772422,0.00276,9.178295,0.002823,8.196435,0.003799,7.5479998588562,0.032000002,7.20300006866455,0.037999999,7.06599998474121,0.02,0.064079693,0.045683897,0.08249226,0.619681539,0.596556646149333,0.644679084933227,21.1363,0.0187,4.21974116565133,201.362656084241,-31.0764964644283,0.086764607111415,8010.69,-8010.65460900392,22.5498993094166,-15.1941966278625,5212,150,4.47,0.11,-0.01,0.001,2.1,0.3,1.09,0.15,"fixed",0.824005,0.768031,0.889791,0.945882,0.898001,0.994474,NA,NA,NA,8.44,8.68,7.78,0.04,0.13,0.12,NA,NA,NA,NA,"EW","M22","C_SYEW;N_SYNTH;O_SYNTH","DS24","mr_iso",NA,"v1.0",NA
"HD332231","HD332231",306.7411279,33.7443861005707,"Gaia DR2 2056007995732413312","Gaia DR3 2056007995732413312","J20265791+3344401",9.10999965667725,0.02,9.079258,0.003425034,8.56000042,0.01,8.563128,0.001479633,8.428037,0.002761,8.697719,0.00281,7.992075,0.003788,7.50899982452393,0.027000001,7.30000019073486,0.028999999,7.24200010299683,0.02,0.019430456,0.006789925,0.03461575,2.18130309787598,2.1172526681694,2.26562889688489,12.4074,0.0142,16.7717502149683,206.541007442103,16.5019082217788,0.0867370638659186,7977.3,-7976.92642172144,77.141481223169,21.1954562201346,6174,88,4.28,0.03,0,0.1,5.2,0.1,1.29,0.06,"fixed",1.150139,1.099977,1.195665,1.284508,1.242538,1.328442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HD39091","HD39091",84.2995405431647,-80.46445832,"Gaia DR2 4623036865373793408","Gaia DR3 4623036865373793408","J05370988-8028090",6.25,NA,6.230049,0.007431224,5.67000007629395,NA,5.66583,0.002840084,5.51158,0.00284,5.811517,0.002961,5.050813,0.004487,4.868999958,0.272000014781952,4.42399978637695,0.225999996066093,4.24100017547607,0.027000001,0.0221533759357663,0.008518099,0.038302284,1.62224604219869,1.56976186938239,1.68765501209433,54.6825,0.035399999,-71.9393185616734,185.169613359214,6.39567907865247,0.28958233280333,7993.93,-7993.91300887583,-14.6638512263135,15.8993179735982,5992,92,4.34,0.03,0.11,0.06,3.1,0.3,1.03,0.03,"fixed",1.115595,1.078072,1.151819,1.177462,1.138203,1.219133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HD63935","HD63935",117.924630617115,9.38521507724003,"Gaia DR2 3145754895088191744","Gaia DR3 3145754895088191744","J07514199+0923097",NA,NA,9.29143,0.0040771,NA,NA,8.588038,0.002104054,8.403595,0.002761,8.761933,0.002809,7.87394,0.003789,7.30399990081787,0.024,6.96400022506714,0.050999999,6.881000042,0.021,0.052265555,0.032075791,0.074194015,0.8857713683185,0.847167193,0.930761649219502,20.47,0.018999999,34.7350260306663,209.829906326911,-32.631377846565,0.123958719171557,8039.76,-8039.72669953596,-24.1457040261774,39.9061361159102,5730,144,4.45,0.05,0.04,0.11,1.8,0.3,1.12,0.15,"free",0.968811,0.913024,1.013754,0.969576,0.934011,1.013248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HD80606","HD80606",140.65657,50.60373,"Gaia DR2 1019003226022657920","Gaia DR3 1019003226022657920","J09223756+5036134",9.77999973297119,0.029999999,9.749855,0.003237741,9,0.02,9.008196,0.002209913,8.828991,0.00276,9.196297,0.002811,8.295464,0.003789,7.7020001411438,0.029999999,7.40000009536743,0.034000002,7.31599998474121,0.02,0.044187955,0.0253937395267299,0.062913072,1.05623404828243,1.01369642865486,1.10191200761671,15.1439,0.017000001,21.2410020239908,236.561978310883,21.7693570522399,0.115054125468008,8045.94,-8045.93434905716,10.2838305520365,71.2716817215669,5464,137,4.39,0.16,0.4,0.02,2.9,0.4,0.82,0.15,"fixed",1.049991,1.00768,1.095065,1.127692,1.078732,1.182702,NA,NA,NA,8.8,NA,8.28,0.04,NA,0.12,NA,NA,NA,NA,"EW","M22","C_SYEW;N_SYNTH","DS24","mr_iso",NA,"v1.0",NA
"HD89345","HD89345",154.671098515281,10.1288405570549,"Gaia DR2 3877070590167177344","Gaia DR3 3877070590167177344","J10184106+1007445",10.1499996185303,0.039999999,10.142618,0.00509464,9.38000011444092,0.029999999,9.398645,0.003261238,9.223219,0.002762,9.586414,0.002836,8.695696,0.003803,8.09099960327148,0.02,7.76599979400635,0.039999999,7.721000195,0.017999999,0.009072547,0.00251268,0.020546645,2.714990418314,2.67419049393024,2.78273843883083,7.6125,0.0174,23.8477955818459,209.327672346338,2.48313300102779,0.0958746503652574,8052.99,-8052.72993225234,-65.1064826278955,126.157689931592,5540,75,4.01,0.03,0.47,0.11,3.2,0.1,0.7,0.09,"fixed",1.183102,1.161584,1.273027,1.765189,1.710567,1.821116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYNTH","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HD97658","HD97658",168.63817,25.71039,"Gaia DR2 3997075206232885888","Gaia DR3 3997075206232885888","J11143316+2542374",8.56900024414062,NA,NA,NA,7.71400022506714,NA,NA,NA,7.526765,0.002767,7.950393,0.003002,6.934046,0.003945,6.20300006866455,0.023,5.82100009918213,0.017000001,5.73400020599365,0.017999999,0.011084721154671,0.002921044,0.027068439,0.37022767014659,0.364522331133657,0.382364425177026,46.3763,0.0221,0.216257477967021,233.459351141715,1.87240273003057,0.0682325050958258,8006.72,-8006.7220737017,-4.1264185221262,45.0551965909438,5036,129,4.55,0.15,-0.23,0.02,1.7,0.5,0.58,0.15,"fixed",0.72247,0.690785,0.761447,0.781182,0.750482,0.806939,NA,NA,NA,8.19,8.51,7.47,0.04,0.12,0.12,NA,NA,NA,NA,"EW","M22","C_SYEW;N_SYNTH;O_SYNTH","DS24","mr_iso",NA,"v1.0",NA
"HIP116454","HIP116454",353.95431930856,0.444678211486762,"Gaia DR2 2645940376800212096","Gaia DR3 2645940376800212096","J23354927+0026436",11.1000003814697,NA,NA,NA,NA,NA,NA,NA,9.936927,0.002761,10.393432,0.002819,9.316779,0.003784,8.60400009155273,0.021,8.14000034332275,0.033,8.0290002822876,0.021,0.034420725,0.0119475235768618,0.062341191,0.361348096805534,0.345410667873164,0.382567326562536,15.9696,0.0244,98.402649577183,216.103122993421,3.82343839480421,0.326954609445224,7998.09,-7998.01684166473,34.0643344410987,-27.5069413980576,5244,122,4.57,0.04,-0.17,0.12,0,0,1.09,0.15,"free",0.766759,0.72347,0.801129,0.750063,0.725319,0.778924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HIP41378","HIP41378",126.6158212,10.08037088,"Gaia DR2 600698184764497664","Gaia DR3 600698184764497664","J08262784+1004493",9.42000007629394,0.02,9.403074,0.004199853,8.92000007629395,0.02,8.939657,0.002384547,8.818542,0.002768,9.06101,0.002864,8.413091,0.003796,7.981999874,0.026000001,7.78599977493286,0.037999999,7.72200012207031,0.030999999,0.015818885,0.004606599,0.0328439112037843,2.60437131639087,2.53204205969781,2.71885059882699,9.436,0.0208,NA,NA,NA,NA,NA,NA,NA,NA,6202,122,4.26,0.09,-0.11,0.05,5.8,0.2,1.25,0.1,"free",1.143075,1.096271,1.173919,1.395346,1.334582,1.449983,NA,NA,NA,8.43,NA,7.59,0.07,NA,0.12,NA,NA,NA,NA,"EW","M22","C_SYEW;N_SYNTH","DS24","mr_iso",NA,"v1.0",NA
"HIP67522","HIP67522",207.525995618908,-40.83589918,"Gaia DR2 6113920619134019456","Gaia DR3 6113920619134019456","J13500627-4050090",10.4499998092651,0.039999999,NA,NA,9.80000019073486,0.029999999,NA,NA,9.615366,0.003898,9.959593,0.007559,9.119884,0.006276,8.58699989318848,0.021,8.28699970245361,0.041999999,8.16399955749512,0.026000001,0.0116591322755338,0.003174503,0.0260198931027522,1.70179934214629,1.66830928139547,1.75910069298958,8.017,0.018200001,4.64447915852192,210.670310479978,2.09569835474257,0.0504126585966181,7918.11,-7917.6739408985,-82.8771334537773,68.8049582454857,5713,81,4.22,0.03,-0.13,0.06,52.6,2,1.05,0.06,"fixed",0.941819,0.909758,0.975098,1.319848,1.279688,1.361226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYNTH","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HR858","HR858",42.9849978894253,-30.81404622,"Gaia DR2 5064574720469473792","Gaia DR3 5064574724769475968","J02515623-3048524",6.86199998855591,0.015,6.845354,0.005481735,6.38199996948242,0.01,6.388776,0.001734922,6.264977,0.002764,6.509952,0.002849,5.855489,0.003824,5.47300004959106,0.027000001,5.22499990463257,0.034000002,5.149000168,0.02,0.002889076,0.000679124,0.007319194,2.38813996401398,2.37088012800162,2.41629907142172,31.5418,0.0352,-14.7781683335646,227.399383523388,6.83758296238116,0.0630655342302177,8009.51,-8009.49980641605,-10.5474433885042,-3.33557033212684,6220,54,4.24,0.02,-0.194,0.04,8,0.3,1.4,0.04,"fixed",1.091538,1.065349,1.115867,1.326249,1.303563,1.349051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYNTH","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"K2-100","K2-100",129.60125,20.10606,"Gaia DR2 664337230586013312","Gaia DR3 664337230586013312","J08382429+2006217",11.085000038147,NA,11.126052,0.004456907,10.5209999084473,NA,10.55373,0.003197758,10.410198,0.002793,10.698692,0.003064,9.959279,0.003926,9.46300029754639,0.026000001,9.24199962615967,0.029999999,9.18200016021728,0.017999999,0.080202798,0.059224163,0.100983384847583,2.03355397396263,1.9261887361056,2.14177223281436,5.4723,0.0244,-31.7040255590706,212.22020644784,-2.0254564888923,0.113159796441508,8139.8,-8139.53265220176,-65.9400210656347,122.801722072322,6365,113,4.44,0.1,0.38,0.05,14,0.2,2.15,0.06,"free",1.294503,1.271574,1.316256,1.252881,1.227482,1.282686,NA,NA,NA,8.72,NA,NA,0.07,NA,NA,NA,NA,NA,NA,"EW","M22","C_SYEW","DS24","mr_iso",NA,"v1.0",NA
"K2-105","K2-105",125.420299525687,13.4975115934687,"Gaia DR2 651907079835937280","Gaia DR3 651907079835937280","J08214087+1329512",12.6800003051758,0.330000013113022,12.706285,0.005663119,11.75,0.200000002980232,11.90226,0.003158444,11.70559,0.002766,12.099171,0.00286,11.147103,0.00382,10.5410003662109,0.02,10.1730003356934,0.025,10.0909996032715,0.018999999,0.025491452,0.0103714921502033,0.0416424791443659,0.668034101096644,0.647195267308959,0.691658532390559,5.0105,0.0154,41.2634263094628,242.248669600068,-3.43779947342356,0.182708704341472,8154.7,-8154.18754783897,-91.1290141878509,112.988769811493,5442,121,4.47,0.04,0.09,0.11,3.1,0.8,1.09,0.15,"free",0.913737,0.85854,0.961815,0.923533,0.89179,0.961802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"K2-107","K2-107",284.98538,-22.2934,"Gaia DR2 4081684580199958528","Gaia DR3 4081684580199958528","J18595649-2217363",13.6400003433228,0.01,13.651933,0.003503681,12.9200000762939,0.01,12.950784,0.00267691,12.758574,0.002766,13.13095,0.002889,12.217773,0.003814,11.5640001296997,0.021,11.2569999694824,0.025,11.210000038147,0.021,0.14068674652737,0.1226830805812,0.160299862669773,3.74043887821083,3.5646241545545,3.93381959120847,1.4863,0.0138,8.55420660369576,209.450887681345,21.273134306853,0.0630173890742964,7362.17,-7360.51317947452,156.375734494478,-113.926940420846,5970,118,4.06,0.09,0.09,0.04,4.5,0.3,1.09,0.09,"free",1.276449,1.191788,1.319343,1.779339,1.713779,1.852067,NA,NA,NA,8.57,NA,7.97,0.06,NA,0.12,NA,NA,NA,NA,"EW","M22","C_SYEW;N_SYNTH","DS24","mr_iso",NA,"v1.0",NA
"K2-110","K2-110",207.34974666296,-12.28493237,"Gaia DR2 3613175223837135616","Gaia DR3 3613175223837135616","J13492388-1217042",12.8299999237061,0.050000001,12.894348,0.005040591,11.9099998474121,0.07,11.954733,0.002225864,11.656601,0.002772,12.163625,0.002849,10.990381,0.003807,10.1840000152588,0.022,9.64099979400635,0.023,9.60700035095215,0.024,0.071075013,0.060366424,0.081632468,0.287758822132356,0.281746331369814,0.293940423,8.5816,0.014,39.0921459080258,217.872284385965,-50.0899647338672,0.132399550669679,7936.58,-7936.45514711962,-45.2224944454886,111.60663499618,4966,36,4.55,0.02,-0.241,0.04,0,0,0.42,0.03,"fixed",0.707396,0.684995,0.728414,0.722435,0.709779,0.735292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYNTH","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"K2-115","K2-115",126.55343,12.28194,"Gaia DR2 650778499868023296","Gaia DR3 650778499868023296","J08261282+1216550",NA,NA,14.036352,0.00424482,NA,NA,13.359169,0.003268178,13.187856,0.002762,13.531894,0.002874,12.678745,0.003815,12.1079998016357,0.021,11.7600002288818,0.022,11.7239999771118,0.017999999,0.0164763860127706,0.005036227,0.033575212,0.697847570797508,0.678041161941285,0.726678501933556,2.4528,0.0163,53.0836509922119,199.034404829344,9.57131950256461,0.203579397375448,8310.13,-8307.84254717223,-194.798185544568,207.98246722289,5608,150,4.52,0.12,-0.14,0.001,3.1,0.3,1.14,0.15,"fixed",0.870042,0.808431,0.922342,0.891135,0.855216,0.933951,NA,NA,NA,8.23,NA,NA,0.09,NA,NA,NA,NA,NA,NA,"EW","M22","C_SYEW","DS24","mr_iso",NA,"v1.0",NA
