"Star_Name","SIMBAD_QUERY","RA","DEC","source_id_DR2","source_id_DR3","2mass_id","Bmag_s","eBmag_s","Bmag_g","eBmag_g","Vmag_s","eVmag_s","Vmag_g","eVmag_g","Gmag","eGmag","BPmag","eBPmag","RPmag","eRPmag","Jmag","eJmag","Hmag","eHmag","Ksmag","eKsmag","EBV","EBV_68L","EBV_68U","lum","lum_68L","lum_68U","parallax","eparallax","U","V","W","e","Rgal","X","Y","Z","teff","eteff","logg","elogg","feh","efeh","vsini","evsini","vmicro","evmicro","vmicro_flag","mass","mass_68L","mass_68U","rad","rad_68L","rad_68U","age","age_68L","age_68U","A_C","A_O","A_N","eA_C","eA_O","eA_N","sindex","logrhk","cairt","prot","params_analysis","params_ref","abund_analysis","abund_ref","amr_analysis","amr_ref","version","note"
"HAT-P-34","HAT-P-34",303.19536,18.10483,"Gaia DR2 1810218734055374720","Gaia DR3 1810218734058821632","J20124688+1806175",10.81000042,0.050000001,10.745812,0.003342028,10.3999996185303,0.050000001,10.30493,0.002507908,10.199554,0.002772,10.423176,0.00281,9.822842,0.00379,9.46000003814697,0.022,9.32199954986572,0.029999999,9.24699974060059,0.023,0.0474637460179806,0.0293065866155006,0.067432233,4.38691273043703,4.189985913,4.61683433885571,3.9477,0.022399999,-13.7305152001911,186.638561091964,-10.1864158048304,0.173389385523967,7872.32,-7869.42354265216,213.558353800156,-13.9814341685268,6773,113,4.19,0.11,0.29,0.05,25.8,0.6,2.58,0.09,"free",1.489589,1.463801,1.514888,1.522777,1.476227,1.580173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","M22",NA,NA,"mr_iso",NA,"v1.0",NA
"HAT-P-35","HAT-P-35",123.250701721079,4.78702783598181,"Gaia DR2 3094733088793018240","Gaia DR3 3094733088793018240","J08130018+0447132",12.8400001525879,0.449999988,12.951001,0.002890371,11.5900001525879,0.189999997615814,12.40449,0.002378814,12.273411,0.002774,12.544182,0.002978,11.82992,0.003842,11.3579998016357,0.024,11.0719995498657,0.023,11.0299997329712,0.021,0.005493522,0.001387595,0.0135137944749676,2.59739324340063,2.52724909702871,2.67175731952029,1.9019,0.021299999,-23.6181538046283,198.267529249992,-5.85381320922782,0.130527254960645,8393.09,-8387.57835871459,-304.092965936124,208.699652808702,6074,63,4.18,0.02,-0.025,0.04,0,0,1.32,0.04,"fixed",1.153753,1.111804,1.178994,1.453804,1.419407,1.486737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYNTH","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HAT-P-36","HAT-P-36",188.266202543852,44.9153683993526,"Gaia DR2 1541532207133249920","Gaia DR3 1541532207133249920","J12330390+4454552",12.9700002670288,0.25,12.979554,0.002865055,12.1499996185303,0.159999996423721,12.25975,0.002039946,12.085042,0.002792,12.440286,0.003114,11.56902,0.003932,11.0459995269775,0.027000001,10.7229995727539,0.029999999,10.6029996871948,0.021,0.00896859,0.002441208,0.019494485,0.963159394615687,0.947726775636026,0.986585266675882,3.4055,0.011,-4.54551120726549,229.562964833586,-13.2319024269468,0.0564409918916457,8062.27,-8061.99648822956,66.4900643205967,304.203205105737,5634,82,4.43,0.03,0.2,0.11,5.1,0.2,0.99,0.04,"fixed",1.02078,0.969418,1.067678,1.028657,1.001818,1.058384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HAT-P-38","HAT-P-38",35.38325,32.24614,"Gaia DR2 324889227693298560","Gaia DR3 324889227693298560","J02213197+3214461",13.3400001525879,0.02,13.384294,0.004878058,12.5100002288818,0.02,12.527744,0.003595931,12.294833,0.002768,12.737121,0.002927,11.686585,0.003844,10.9890003204346,0.022,10.5930004119873,0.021,10.5010004043579,0.017000001,0.085855306,0.071741329,0.100014269219195,0.719690711868497,0.697892076775615,0.742896949372907,3.9747,0.0134,-10.2213221045642,170.731149436037,14.4418497855963,0.244692268486995,8183.45,-8182.40224322763,131.185162738542,-88.1515807974613,5394,72,4.46,0.08,0.12,0.04,1.8,0.7,0.98,0.03,"free",0.915439,0.88396,0.948596,0.965655,0.937232,0.995157,NA,NA,NA,8.6,8.93,7.98,0.03,0.11,0.12,NA,NA,NA,NA,"EW","M22","C_SYEW;N_SYNTH;O_SYNTH","DS24","mr_iso",NA,"v1.0",NA
"HAT-P-39","HAT-P-39",113.75825,17.83007,"Gaia DR2 3169391577586325120","Gaia DR3 3169391577586325120","J07350197+1749482",NA,NA,12.800786,0.003319066,12.4219999313354,NA,12.331573,0.002809094,12.220511,0.002769,12.457735,0.002898,11.827282,0.003814,11.423999786377,0.02,11.1840000152588,0.022,11.1569995880127,0.02,0.041684779,0.0228922366077654,0.061026117,5.28129741692679,5.00754506670032,5.57384666707527,1.4152,0.014,-6.85020764487702,195.256517057997,8.38749163967618,0.117903629112477,8630.37,-8626.85622760337,-246.155838072554,238.810239151344,6574,117,4.11,0.12,0.17,0.05,13.8,0.3,1.84,0.05,"free",1.473176,1.4462,1.500437,1.757641,1.681487,1.836801,NA,NA,NA,8.59,NA,NA,0.12,NA,NA,NA,NA,NA,NA,"EW","M22","C_EW","DS24","mr_iso",NA,"v1.0",NA
"HAT-P-4","HAT-P-4",229.991216308121,36.2295416664055,"Gaia DR2 1291120362349158016","Gaia DR3 1291120362349158016","J15195792+3613467",11.8299999237061,0.100000001490116,11.821493,0.002959149,11.1199998855591,0.07,11.206243,0.001736934,11.062769,0.002768,11.369708,0.002851,10.595648,0.003802,10.1000003814697,0.022,9.83699989318848,0.02,9.77000045776367,0.02,0.003188443,0.00079843,0.007685282,2.89834201187368,2.86023373571048,2.94101181061211,3.1071,0.0154,23.6337026670099,188.116951836748,25.7995118991507,0.172282928118004,7909.69,-7908.30389102681,148.07212606516,295.660335780309,5904,45,4.13,0.01,0.242,0.04,5.6,0.2,1.22,0.03,"fixed",1.276868,1.253765,1.294184,1.624235,1.59609,1.653067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYNTH","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HAT-P-40","HAT-P-40",335.512921673925,45.4573414104654,"Gaia DR2 1962153854973972096","Gaia DR3 1962153854973972096","J22220308+4527265",12.18999958,0.150000005960464,12.227912,0.002632675,11.3400001525879,0.079999998,11.578849,0.001531057,11.414824,0.002771,11.750677,0.002834,10.913599,0.003804,10.3669996261597,0.023,10.085000038147,0.02,10.0089998245239,0.017999999,0.068416397,0.060222605,0.077008836,5.67443499640896,5.51808835285052,5.82907669,2.0534,0.016799999,4.58200053385862,201.985634119129,-10.0705788256864,0.0905606089591656,8075.58,-8061.54826980325,475.859822177738,-58.2256652167121,6109,36,3.9,0.04,0.002,0.03,8.5,0.2,1.44,0.03,"fixed",1.301682,1.285677,1.329134,2.110302,2.0683,2.151438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYNTH","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HAT-P-41","HAT-P-41",297.32267,4.67244,"Gaia DR2 4290415081653653632","Gaia DR3 4290415081653653632","J19491743+0440207",11.6499996185303,0.119999997317791,11.625029,0.004031744,11.3599996566772,0.150000005960464,11.07303,0.002296527,10.94028,0.002771,11.222671,0.002872,10.494243,0.003799,10.0059995651245,0.027000001,9.77700042724609,0.032000002,9.72799968719482,0.028999999,0.062813781,0.047673276,0.079214481,4.46324856414503,4.28834947203075,4.64932563201494,2.8477,0.0176,42.4665250550322,245.561246455025,0.541645632829579,0.190971299639071,7754.91,-7751.22678281173,239.064026810845,-40.5307421694227,6435,76,4.09,0.14,0.16,0.001,22.1,0.6,2.37,0.08,"free",1.410174,1.357905,1.460387,1.689553,1.638108,1.74265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","M22",NA,NA,"mr_iso",NA,"v1.0",NA
"HAT-P-42","HAT-P-42",135.34437,6.09723,"Gaia DR2 583455604761166848","Gaia DR3 583455604761166848","J09012265+0605500",12.8299999237061,0.02,12.82803,0.002516699,12.1700000762939,0.029999999,12.150284,0.001736059,11.993416,0.002763,12.328919,0.002847,11.498432,0.003797,10.960000038147,0.023,10.6770000457764,0.024,10.6260004043579,0.026000001,0.003132111,0.000756685,0.008089853,2.04124977394269,1.99224166965557,2.09431885091435,2.4159,0.0253,21.9296701618358,167.61747688902,-13.0225337889601,0.26504226218805,8260.66,-8257.15827533802,-240.50529487353,242.587739024858,5780,39,4.21,0.14,0.31,0.02,3.4,0.3,0.98,0.04,"free",1.194858,1.18166,1.205699,1.419512,1.393231,1.446786,NA,NA,NA,8.76,NA,NA,0.04,NA,NA,NA,NA,NA,NA,"EW","M22","C_SYEW","DS24","mr_iso",NA,"v1.0",NA
"HAT-P-43","HAT-P-43",128.925687239485,10.2065846858491,"Gaia DR2 601321985813952000","Gaia DR3 601321985813952000","J08354217+1012239",14.1199998855591,0.059999999,14.058456,0.003594747,13.3599996566772,0.029999999,13.367949,0.002374677,13.205524,0.002763,13.547733,0.002897,12.700128,0.003823,12.1459999084473,0.021,11.8090000152588,0.028999999,11.7639999389648,0.023,0.01481919,0.00593486,0.0249224902909564,1.13037124065501,1.09971017461926,1.16346179643601,1.8964,0.015900001,13.0747847827343,207.470275659048,-25.8183683876497,0.065574409746727,8383.52,-8379.14377050286,-270.911323351345,271.742232596356,5845,45,4.41,0.02,0.015,0.04,6.2,0.2,1.08,0.03,"fixed",1.017073,0.993349,1.041202,1.03234,1.011487,1.053815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYNTH","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HAT-P-44","HAT-P-44",213.143854448217,47.01478412,"Gaia DR2 1506159170017461888","Gaia DR3 1506159170017461888","J14123457+4700528",13.1999998092651,NA,14.029802,0.003326402,13.210000038147,0.119999997317791,13.171343,0.001911811,12.963092,0.002762,13.382845,0.002841,12.386662,0.003793,11.7290000915527,0.021,11.3599996566772,0.018999999,11.2749996185303,0.017999999,0.0461721746640399,0.031877502,0.060251474,0.671799894023256,0.651059426,0.692515491508647,2.8705,0.0144,-36.4756962355781,197.61207289025,-14.1679616537735,0.163087122036097,7999.34,-7997.93934110155,149.862795262653,339.481901626508,5470,140,4.49,0.05,0.28,0.12,2.2,0.4,1.09,0.15,"free",0.965271,0.912487,1.006064,0.940316,0.911714,0.97508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HAT-P-45","HAT-P-45",274.373270682033,-3.381060097,"Gaia DR2 4270547520706275328","Gaia DR3 4270547520706275328","J18172957-0322517",13.6999998092651,NA,13.74816,0.004314304,12.789999961853,0.180000007152557,12.769817,0.003170962,12.391885,0.00278,12.993574,0.003243,11.64019,0.003798,10.7299995422363,0.027000001,10.3500003814697,0.026000001,10.201000213623,0.023,0.484611278461884,0.474947135269939,0.494148928086237,2.41317465219082,2.35240469340796,2.4803197169479,3.3253,0.015,34.3522889499498,241.88744319726,-2.41637726150617,0.157886447808976,7732.21,-7731.09540461631,131.212232770891,55.5008442429634,6248,45,4.25,0.01,-0.135,0.03,9.7,0.2,1.42,0.03,"fixed",1.127861,1.108379,1.144795,1.322246,1.296186,1.349106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYNTH","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HAT-P-46","HAT-P-46",270.444182457115,-2.970980651,"Gaia DR2 4177560894633502720","Gaia DR3 4177560894633502720","J18014660-0258154",12.8999996185303,NA,12.749698,0.002776619,11.93999958,0.119999997317791,11.925864,0.00169918,11.677935,0.00277,12.133987,0.002882,11.04835,0.003826,10.3299999237061,0.024,9.97200012207031,0.022,9.92399978637695,0.023,0.298548829123968,0.284938076184902,0.312246952138876,2.954739062,2.85234842363033,3.06314637772659,3.3252,0.0188,-4.88154360125937,215.427914100538,6.22053794715075,0.0307322960411481,7731.06,-7730.07894411054,123.098778916967,74.5163927332254,6376,72,4.25,0.02,0.127,0.04,6.4,0.3,1.5,0.05,"fixed",1.29007,1.268342,1.312175,1.400499,1.361174,1.441051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYNTH","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HAT-P-49","HAT-P-49",305.441327992205,26.6926760975058,"Gaia DR2 1835842749465226368","Gaia DR3 1835842749465226368","J20214593+2641335",10.6750001907349,0.01,10.669971,0.002258969,10.326000213623,0.01,10.301046,0.00162385,10.210516,0.00276,10.40013,0.002803,9.87966,0.003785,9.55000019073486,0.02,9.399000168,0.021,9.3459997177124,0.017000001,0.005494314,0.001474653,0.0123787897954993,7.521755176,7.40009090023994,7.68044083805908,2.8862,0.0149,23.1358004259609,244.916355840968,19.6178497645468,0.149215059244136,7871.34,-7864.94523809574,317.140488663387,-10.2450230003785,6824,67.5,4.11,0.02,0,0.045,13.8,0.4,1.86,0.05,"fixed",1.525925,1.50443,1.547325,1.954716,1.912714,1.997603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYNTH","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HAT-P-50","HAT-P-50",118.063438830646,12.1393457531328,"Gaia DR2 3151961363348862720","Gaia DR3 3151961363348862720","J07521521+1208218",12.2819995880127,0.050000001,NA,NA,11.7620000839233,0.029999999,NA,NA,11.677714,0.0028,11.914596,0.002889,11.245908,0.003819,10.8159999847412,0.021,10.5450000762939,0.02,10.5,0.017999999,0.048172446,0.0178900670558635,0.107387579764889,4.51715371717115,4.129769197,5.24617978884952,2.0383,0.044399999,22.294329336045,201.383606308844,11.4048208122842,0.115314525734192,8409.63,-8406.68194847012,-222.702677954374,185.266865013486,6775,198,4.15,0.05,-0.31,0.11,32.7,1.8,1.82,0.14,"fixed",1.252149,1.192837,1.307014,1.513194,1.389447,1.649857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYNTH","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HAT-P-56","HAT-P-56",100.848012469981,27.2521792089986,"Gaia DR2 3385777286999240576","Gaia DR3 3385777286999240576","J06432353+2715082",11.3500003814697,0.079999998,11.355999,0.004379629,10.8000001907349,0.07,10.93469,0.002184698,10.824878,0.002767,11.042161,0.002873,10.457609,0.003803,10.0679998397827,0.021,9.88099956512451,0.017000001,9.82999992370606,0.016000001,0.0117716412946885,0.003283636,0.0260940063334486,3.57570755101785,3.48894770764461,3.7093687272542,3.1804,0.0165,-26.100153171398,201.577344183562,-10.9130070403618,0.124378785853299,8306.44,-8306.3448881854,-40.5641504752472,82.8778720917832,6592,99,4.22,0.03,-0.09,0.05,37.6,1.1,1.66,0.07,"fixed",1.272308,1.248052,1.29801,1.440468,1.393274,1.489299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYNTH","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HAT-P-57","BD+10  3472",274.7434376,10.59725821,"Gaia DR2 4483640815570090368","Gaia DR3 4483640815570090368","18185842+1035502",10.960000038147,0.050000001,10.932949,0.004022782,10.6400003433228,0.050000001,10.530206,0.002708822,10.426539,0.002786,10.646452,0.002852,10.058723,0.003807,9.67000007629395,0.0270000007003546,9.49699974060059,0.028999999165535,9.43299961090088,0.0240000002086163,0.126189856536248,0.106223066898547,0.145880827020528,6.06225269951555,5.73141506551945,6.41647419788577,3.4324,0.0196000002324581,18.4328697836778,211.932375623564,2.66706127277525,0.0752133311754674,7779.77,-7777.7218706944,178.676133964154,84.7200772613577,7475.0951,120.9061395,4.345250908,0.063866,-0.20475,0.11,94.262,1.747289902,3.705666667,0.293867884,"free",1.490205,1.460831,1.519856,1.401847,1.363624,1.449412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYNTH","R26",NA,NA,"mr_iso",NA,"v1.0",NA
"HAT-P-6","HAT-P-6",354.77421,42.46597,"Gaia DR2 1925321658546436352","Gaia DR3 1925321658551399040","J23390581+4227575",10.8800001144409,0.039999999,10.830091,0.003073248,10.4700002670288,0.039999999,10.419466,0.002039431,10.31066,0.002771,10.527562,0.002803,9.938041,0.003784,9.557999611,0.023,9.43999958,0.017999999,9.3129997253418,0.018999999,0.0014782,0.000386511,0.003779283,4.28184001568233,4.22031683451485,4.34431537861647,3.6459,0.0221,39.3577947795771,224.000033511055,24.8067148297222,0.136386543783169,8088.53,-8084.78935097572,246.083428204804,-61.4714249672815,6554,24,4.1,0.12,-0.3,0.01,8.4,0.2,1.64,0.03,"free",1.22841,1.220977,1.239482,1.599425,1.582864,1.616169,NA,NA,NA,8.35,8.41,NA,0.08,0.12,NA,NA,NA,NA,NA,"EW","M22","C_SYEW;O_SYNTH","DS24","mr_iso",NA,"v1.0",NA
"HAT-P-64","HAT-P-64",68.974396635906,2.43127269139317,"Gaia DR2 3279418602369232000","Gaia DR3 3279418602369232000","J04355384+0225526",13.4460000991821,0.01,13.445316,0.002015644,12.7709999084473,0.01,12.795981,0.001560821,12.61038,0.002761,12.967012,0.00283,12.08452,0.003802,11.4849996566772,0.026000001,11.2250003814697,0.025,11.1230001449585,0.021,0.165259549957244,0.143833015248179,0.186563008190098,4.71103299347381,4.46062948907699,4.97544405831669,1.4693,0.0132,-12.4287799287549,201.945103179148,7.01809643620763,0.0919370417015475,8583.85,-8582.70773082418,-140.223653601729,-297.420515148757,6249,111,4.03,0.04,-0.01,0.12,11.6,0.3,1.42,0.05,"fixed",1.339106,1.237637,1.396024,1.840183,1.762032,1.918086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HAT-P-65","HAT-P-65",315.905490127995,11.9893665535192,"Gaia DR2 1757302881526250496","Gaia DR3 1757302881526250496","J21033731+1159218",13.81000042,0.029999999,13.839479,0.002628645,13.1599998474121,0.02,13.156361,0.001810783,12.981092,0.002769,13.332403,0.002921,12.468006,0.003834,11.8920001983643,0.026000001,11.6040000915527,0.022,11.5279998779297,0.025,0.067132867,0.0549369843221686,0.080114048,3.18799281447642,3.03657795145189,3.35372291449104,1.3215,0.025800001,-7.69132070664028,180.233557520931,2.2851052879118,0.200176203370301,7680.41,-7656.21163913807,609.205449167339,-263.632384413205,5970,63,4.11,0.02,0.238,0.04,6.2,0.4,1.27,0.04,"fixed",1.307817,1.280936,1.33095,1.663768,1.608335,1.721704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYNTH","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HAT-P-67","HAT-P-67",256.61067,44.77696,"Gaia DR2 1358614983131339392","Gaia DR3 1358614983131339392","J17062656+4446371",10.6820001602173,0.01,10.560591,0.004287003,10.0690002441406,0.02,10.099181,0.002661545,9.979286,0.002761,10.220078,0.002838,9.580421,0.003796,9.14500045776367,0.021,8.96100044250488,0.018999999,8.89999961853027,0.018999999,0.085552014,0.061817464,0.110395927403629,12.8194166087809,12.0648345886433,13.6787067263821,2.6869,0.0101,43.7203732820881,230.95441235413,-8.78775186678713,0.158263427309165,7903.22,-7898.25858271759,279.908559960593,248.203025933935,6686,149,3.86,0.09,0.16,0.04,35.4,0.5,2.36,0.1,"free",1.777087,1.742184,1.810796,2.663691,2.516814,2.819917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EW","M22",NA,NA,"mr_iso",NA,"v1.0",NA
"HAT-P-7","HAT-P-7",292.24731,47.9695,"Gaia DR2 2129256395211984000","Gaia DR3 2129256395211984000","J19285935+4758102",10.9700002670288,0.059999999,10.957296,0.003423218,10.4799995422363,0.050000001,10.485247,0.002542255,10.367682,0.00277,10.610677,0.002862,9.974877,0.003787,9.555000305,0.029999999,9.3439998626709,0.028999999,9.33399963378906,0.017999999,0.005525178,0.001528124,0.0122192290741235,5.82619500936903,5.75031532500229,5.92873451424684,2.9991,0.0114,7.80382420937108,214.870612511676,36.0037940477809,0.0317016042755274,7950.1,-7943.70564547453,318.683842901703,105.35133811509,6441,42,4.02,0.11,0.2,0.01,4.8,0.3,1.58,0.01,"free",1.508263,1.500752,1.516512,1.931073,1.902226,1.960448,NA,NA,NA,8.53,NA,7.95,0.07,NA,0.12,NA,NA,NA,NA,"EW","M22","C_SYNTH;N_SYNTH","DS24","mr_iso",NA,"v1.0",NA
"HAT-P-70","HD 287325",74.55234499,9.998001268,"Gaia DR2 3291455819447952768","Gaia DR3 3291455819447952768","04581255+0959527",9.61999988555908,0.0199999995529652,9.654131,0.004174199,9.47000026702881,0.0199999995529652,9.491929,0.002452453,9.458499,0.002769,9.540477,0.00284,9.283254,0.003792,9.06799983978271,0.022,9.022999763,0.028999999165535,8.96300029754639,0.0240000002086163,0.097144084,0.086826054,0.105702888469692,18.348555761029,17.6373498994632,19.0297177196823,3.143,0.0239000003784895,-5.93195223612686,225.104126406557,-7.21061449863899,0.0366556516104968,8295.55,-8295.39200599405,-51.8452233242329,-81.1271731882734,8222.883422,142.7580556,4.124,0.08,0.19375,0.27,94.45525,1.68129977,3.764333333,0.734711054,"free",1.987819,1.877543,2.085182,2.029957,1.929448,2.136234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYNTH","R26",NA,NA,"mr_iso",NA,"v1.0",NA
"HAT-P-8","HAT-P-8",343.0411,35.44711,"Gaia DR2 1891507552824189568","Gaia DR3 1891507552826485632","J22520985+3526495",10.7700004577637,0.039999999,10.80685,0.004556817,10.3599996566772,0.029999999,10.292449,0.002790308,10.15379,0.002774,10.422852,0.002812,9.720125,0.003787,9.213999748,0.022,9.00399971008301,0.017999999,8.953000069,0.013,0.0260098942672615,0.014682472365552,0.03731666,3.15802181993147,3.06768257661015,3.253243876,4.6606,0.0208,-58.8361582098715,194.443429169773,-5.65627251921134,0.2312574997165,8027.5,-8025.05438633826,198.244075378688,-53.1501125949016,6241,52,4.15,0.12,0.02,0.03,12.2,0.3,1.53,0.02,"free",1.248104,1.233149,1.263239,1.512563,1.47936,1.546511,NA,NA,NA,8.45,NA,NA,0.06,NA,NA,NA,NA,NA,NA,"EW","M22","C_SYEW","DS24","mr_iso",NA,"v1.0",NA
"HAT-P-9","HAT-P-9",110.168513975135,37.1405928807767,"Gaia DR2 898130030131443584","Gaia DR3 898130030131443584","J07204044+3708263",12.3500003814697,0.230000004172325,12.785949,0.002956292,12.3400001525879,0.270000011,12.267595,0.002167003,12.146357,0.002769,12.406802,0.002873,11.731368,0.003817,11.2740001678467,0.022,11.0430002212524,0.032000002,11.0150003433228,0.021,0.007473455,0.002150736,0.0158629427512103,2.24930075049636,2.20428240555732,2.30212438538718,2.1626,0.014,-18.5867853684477,211.397286711535,-12.4761956133967,0.073092727285028,8429.76,-8429.75406719751,-8.16221185782567,195.384700713906,6356,45,4.32,0.01,-0.082,0.03,12.2,0.2,1.47,0.03,"fixed",1.160475,1.143555,1.177098,1.231495,1.210102,1.253535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SYNTH","T25",NA,NA,"mr_iso",NA,"v1.0",NA
"HATS-1","HATS-1",175.52534,-23.35484,"Gaia DR2 3540018633568783488","Gaia DR3 3540018633568783488","J11420608-2321174",12.7290000915527,0.063000001,12.705392,0.002890963,12.0590000152588,0.018999999,12.08007,0.00245975,11.926996,0.002764,12.244774,0.002835,11.445615,0.003793,10.923999786377,0.024,10.6339998245239,0.022,10.5799999237061,0.023,0.012889641,0.004120528,0.024280133,1.07421035327149,1.05063702741396,1.10488003139454,3.49,0.0167,-14.6635278069392,228.575522300238,-6.94994087396296,0.067166418604366,7951.14,-7948.00127524627,-223.560782808987,196.527952361524,5810,77,4.43,0.17,-0.06,0.03,3.9,0.2,0.48,0.26,"free",0.973956,0.944929,1.003866,1.017637,0.98886,1.047966,NA,NA,NA,8.36,NA,NA,0.06,NA,NA,NA,NA,NA,NA,"EW","M22","C_SYEW","DS24","mr_iso",NA,"v1.0",NA
"HATS-10","HATS-10",294.30681,-22.20448,"Gaia DR2 6771939433131924096","Gaia DR3 6771939433131924096","J19371363-2212161",13.8199996948242,0.01,13.838581,0.003062713,13.1129999160767,0.01,13.147037,0.002217147,12.974145,0.002764,13.328015,0.002848,12.454304,0.003795,11.8660001754761,0.024,11.5679998397827,0.024,11.5109996795654,0.025,0.099435898,0.080132384,0.118688434403524,1.86679742292704,1.77446582781969,1.96293829970168,1.8018,0.0188,-16.8762053117109,222.362377701476,1.45975912213418,0.0570395707028705,7503.27,-7501.64782093946,156.145253179792,-162.957790329114,6002,123,4.35,0.09,0.26,0.04,4.8,0.3,1.01,0.1,"free",1.19766,1.167439,1.229215,1.255736,1.20536,1.316182,NA,NA,NA,8.7,8.98,8.14,0.06,0.11,0.12,NA,NA,NA,NA,"EW","M22","C_SYEW;N_SYNTH;O_SYNTH","DS24","mr_iso",NA,"v1.0",NA
